class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
Left,0.677875161,0.166741565,-0.458996713,0.998882353,0.701602817,0.136024043,-0.44067663,0.997770727,0.712010801,0.140569791,-0.440866858,0.99752152,0.724011004,0.144987762,-0.441072702,0.997061431,0.670960784,0.121002316,-0.456807137,0.998906434,0.658573985,0.115037367,-0.456953377,0.998964608,0.647192478,0.109269604,-0.457190424,0.999082506,0.736609101,0.160456896,-0.240059525,0.996494353,0.619157255,0.111733392,-0.310709089,0.999530435,0.680704057,0.211370483,-0.367536426,0.999105036,0.644563794,0.193522453,-0.390951276,0.999736011,0.754039407,0.37727049,-0.075694397,0.996788085,0.48490262,0.252226532,-0.195593551,0.999747753,0.72840178,0.641795874,0.184065014,0.598701,0.351129085,0.495920509,-0.040892176,0.971387446,0.641113102,0.829159915,0.109576568,0.395190686,0.319687933,0.719264269,0.07377322,0.6951527,0.60460031,0.877943337,0.086461991,0.37685582,0.305700898,0.849262357,0.075193249,0.610218704,0.600085557,0.871017754,0.041366015,0.386205226,0.331537992,0.866153479,0.036344338,0.627265096,0.607949376,0.848388135,0.090454347,0.404652566,0.342318118,0.811565757,0.06372688,0.6425367,0.570413232,0.900697649,0.042155709,0.947582722,0.393074006,0.857827246,-0.041592129,0.970336139,0.498064756,1.311019421,0.090200685,0.616363585,0.361632198,1.279695868,0.073798865,0.653139889,0.444173962,1.65678978,0.404261172,0.163826928,0.286653936,1.633987188,0.333752036,0.222841367,0.423440278,1.699166656,0.424630582,0.129052266,0.269915879,1.681210756,0.353277951,0.143826902,0.421115309,1.789434075,0.189289108,0.110853024,0.285078496,1.751942515,0.079205073,0.106295735
Left,0.679236054,0.165104255,-0.450105727,0.998913527,0.703389645,0.134763375,-0.432355732,0.997849941,0.713757396,0.139602527,-0.432540327,0.997611761,0.725016356,0.144296452,-0.432749748,0.99718982,0.672326922,0.119115107,-0.450955153,0.998942375,0.660173059,0.112959571,-0.451086581,0.998993397,0.648887217,0.10724096,-0.451390743,0.999109924,0.736719251,0.161662519,-0.233913571,0.996652126,0.621221364,0.111175708,-0.273780346,0.999536633,0.682656884,0.211323053,-0.361512661,0.999141634,0.646425724,0.192704484,-0.389005095,0.999741137,0.753836274,0.378910094,-0.082623221,0.996955991,0.486073077,0.252265364,-0.159140199,0.999747038,0.740902543,0.64914149,0.071799546,0.615659654,0.351891428,0.49361065,-0.039038938,0.970288336,0.63041836,0.815075457,-0.014335282,0.391365051,0.318877667,0.728833258,-0.01536143,0.688999832,0.583274424,0.86413157,-0.055775695,0.370381534,0.301197499,0.861888647,-0.035710953,0.599207044,0.57971108,0.830318034,-0.081918195,0.38081038,0.335069001,0.870237947,-0.066496886,0.617461383,0.588688493,0.815583944,-0.023007149,0.398166388,0.344079286,0.83371228,-0.02480229,0.633329391,0.569342315,0.900936246,0.033103831,0.949376643,0.390600145,0.85894984,-0.032440729,0.971257627,0.499420494,1.312156081,0.009404844,0.629428566,0.360044539,1.279044867,0.069924727,0.646727383,0.443405926,1.656263947,0.419497162,0.162671909,0.285716057,1.630297065,0.419873327,0.219274312,0.427027285,1.694509864,0.455011457,0.1288445,0.271793634,1.678301454,0.452644199,0.141573861,0.415849596,1.789033175,0.234889299,0.106645964,0.28029421,1.749235868,0.193648726,0.103219897
Left,0.680347681,0.167279556,-0.445574224,0.998959839,0.704921842,0.136897087,-0.428757727,0.99793607,0.715131164,0.141619265,-0.428913832,0.997743368,0.725987256,0.146113619,-0.429085553,0.997347414,0.673832357,0.121217497,-0.448386371,0.99895674,0.66155386,0.114920393,-0.448367208,0.999005795,0.650206804,0.108879261,-0.448616832,0.999088109,0.737011075,0.162596136,-0.223342657,0.996881664,0.62243402,0.111583948,-0.257909954,0.999532282,0.683661103,0.212990537,-0.359280616,0.999202609,0.647767425,0.194318593,-0.383649647,0.9997527,0.753502429,0.379227221,-0.081150576,0.99724102,0.486859739,0.250174642,-0.117885649,0.99974823,0.749667048,0.6626755,-0.018541966,0.65100193,0.349845499,0.481468946,-0.021773467,0.97012943,0.592720032,0.785972238,-0.198345095,0.437320083,0.298804611,0.727734268,-0.083656579,0.684736192,0.533456743,0.813485086,-0.261201441,0.411355227,0.278780639,0.861218989,-0.109344885,0.592878222,0.524527729,0.758974373,-0.27490747,0.42201969,0.309213936,0.869325995,-0.14421621,0.611532271,0.542432487,0.745496035,-0.202101991,0.434046865,0.324692369,0.830993593,-0.095795736,0.626553357,0.568551898,0.902077436,0.035929762,0.95058161,0.386712402,0.859073937,-0.035123058,0.971210718,0.495576948,1.321720839,0.01886945,0.640232146,0.356852114,1.284305573,0.001617108,0.647936165,0.436484873,1.669841647,0.379568845,0.166007817,0.276895702,1.640186667,0.226284459,0.218726784,0.420859247,1.71291244,0.406751543,0.131757379,0.26009798,1.687751532,0.239122003,0.137984917,0.411436379,1.807155013,0.18967627,0.105780944,0.268496543,1.766572475,-0.037833098,0.101312786
Left,0.680666387,0.168727294,-0.433307737,0.998999774,0.707498431,0.138282776,-0.417085111,0.997998714,0.719200134,0.142863557,-0.417299598,0.997850835,0.731330037,0.147165626,-0.417566717,0.997472465,0.674623311,0.122623578,-0.42978549,0.998961985,0.662314057,0.116252057,-0.429690659,0.999012649,0.650633931,0.110030226,-0.430004269,0.99906224,0.743153036,0.163284272,-0.213927597,0.997075081,0.622911811,0.111558482,-0.250756979,0.999527574,0.684856415,0.214154333,-0.347710222,0.999255419,0.648465395,0.195451468,-0.364476115,0.999762535,0.753305256,0.384157687,-0.083871618,0.997490942,0.487394631,0.249995455,-0.119077526,0.999744356,0.749111772,0.686095476,-0.033710606,0.68285954,0.346852005,0.476903111,-0.021639077,0.969467878,0.580127835,0.778012335,-0.203353971,0.47678858,0.287900567,0.726917982,-0.080414027,0.678340197,0.520849228,0.798365712,-0.259445906,0.447337121,0.263406098,0.852096796,-0.104006052,0.586441576,0.510935366,0.743355632,-0.272613227,0.458082587,0.2892178,0.85262835,-0.142507881,0.605204225,0.528998196,0.731164813,-0.206490368,0.46529901,0.305535823,0.818267465,-0.094395243,0.619734228,0.563508868,0.914656579,0.03824481,0.95254153,0.377912462,0.864074528,-0.037415616,0.971845746,0.48460561,1.334314108,0.019377749,0.653426766,0.345010877,1.294079065,0.00605304,0.654078305,0.416847289,1.680160522,0.378519684,0.174197137,0.256508887,1.649246931,0.227214605,0.222213477,0.400922388,1.724583983,0.40334481,0.13804993,0.237191752,1.697228074,0.239424899,0.136327907,0.392569572,1.81967926,0.193277806,0.107416488,0.243007824,1.777216315,-0.026723603,0.101155303
Left,0.695003033,0.173325628,-0.451977342,0.999037683,0.72833699,0.143699408,-0.433847994,0.998070598,0.741746306,0.149249852,-0.43403548,0.997956932,0.753338158,0.154104471,-0.434211642,0.99758023,0.69178021,0.125393853,-0.448543698,0.998985887,0.679241538,0.118212238,-0.448465496,0.999042928,0.66685468,0.111216731,-0.448827446,0.999068975,0.758359849,0.170096263,-0.222156569,0.997245729,0.636948466,0.112041377,-0.281946123,0.99954164,0.697773337,0.219100803,-0.361376822,0.999297976,0.661856294,0.199678794,-0.380858839,0.999773026,0.754949272,0.403613567,-0.077752486,0.997708619,0.48787421,0.24999401,-0.133657545,0.999758184,0.742709577,0.715597153,-0.009878573,0.709516704,0.339875281,0.479822606,-0.055102877,0.970346928,0.566209912,0.776685774,-0.202320099,0.514959693,0.269594371,0.744637609,-0.164469317,0.686901927,0.50483954,0.79761678,-0.265709937,0.481564403,0.242745727,0.855132282,-0.200581282,0.593646586,0.499276102,0.744564414,-0.280268103,0.49220258,0.265698791,0.863783479,-0.250363588,0.612496197,0.517916083,0.733146489,-0.208802938,0.495997667,0.278175533,0.828273773,-0.184771925,0.627497733,0.554917932,0.929303825,0.052085627,0.953758597,0.367693484,0.869649827,-0.051196486,0.972890198,0.467883497,1.3476969,0.147467986,0.65011704,0.333917141,1.315088987,0.01288742,0.659510195,0.405216694,1.689206004,0.515127242,0.176516786,0.248605728,1.658434272,0.248448104,0.225047678,0.389531374,1.735920191,0.542627037,0.140982419,0.228223056,1.706485748,0.262679398,0.137414202,0.390339613,1.827239275,0.345284015,0.110262081,0.241793439,1.7814008,-0.011512263,0.10139811
Left,0.708432734,0.199538007,-0.477402598,0.999072492,0.744374573,0.170375839,-0.464909643,0.998122752,0.756542146,0.176270664,-0.465136945,0.998027205,0.766873062,0.181071416,-0.465451241,0.997647524,0.70802176,0.146220461,-0.477245271,0.99900955,0.696483195,0.136582091,-0.477205753,0.999067426,0.68508023,0.126950055,-0.477601826,0.999084294,0.770849884,0.191395298,-0.254555523,0.997392416,0.659139872,0.118886836,-0.309706926,0.99955833,0.708528697,0.245626584,-0.384068102,0.999340534,0.673325896,0.220600739,-0.400649607,0.999787033,0.761451185,0.42331472,-0.103965379,0.997837305,0.494325161,0.248748124,-0.172011226,0.999768376,0.7296561,0.72813344,-0.010504304,0.725919425,0.337929487,0.480249435,-0.147446394,0.970146835,0.55639267,0.778504014,-0.15278171,0.512765527,0.270531207,0.7447294,-0.283668727,0.673088074,0.497043908,0.80045855,-0.206538409,0.47782132,0.248703405,0.853849351,-0.326916575,0.580117047,0.487544388,0.748560369,-0.235470086,0.489352077,0.266166449,0.863215446,-0.366298676,0.599570096,0.506065786,0.736806929,-0.165930361,0.490671486,0.281276584,0.827599883,-0.301124513,0.615027428,0.551703691,0.930607796,0.054655991,0.950265169,0.36449334,0.869537413,-0.053658038,0.971077025,0.471846193,1.344580412,0.118164524,0.660854399,0.323519856,1.311496615,0.015922943,0.663856745,0.394180149,1.68496263,0.478262901,0.186310321,0.2300587,1.655175805,0.240775108,0.235856608,0.373860359,1.732239008,0.504105926,0.152143225,0.206491798,1.702453375,0.254596263,0.145807937,0.374669194,1.823815823,0.302091449,0.11414364,0.22040768,1.783492208,-0.011957172,0.105495125
Left,0.715746582,0.204471081,-0.471817672,0.999099016,0.75062871,0.176000148,-0.460988432,0.998146832,0.762638092,0.181997031,-0.461183965,0.998099446,0.772632182,0.186718941,-0.461424917,0.997708321,0.715069652,0.152616084,-0.471053749,0.998997986,0.70349288,0.143296927,-0.471040159,0.999071777,0.691514492,0.133527979,-0.471449763,0.999052823,0.774335325,0.196301609,-0.236135766,0.997513473,0.66364795,0.12363001,-0.309291929,0.999564826,0.714632511,0.250462383,-0.379391521,0.999372423,0.678957641,0.226511985,-0.398972839,0.999794066,0.762239695,0.432355851,-0.084735297,0.998016715,0.496763378,0.248916492,-0.164926276,0.999777913,0.729157746,0.730216086,-0.001165046,0.747516274,0.337854028,0.473613113,-0.092189543,0.971735001,0.5632236,0.782009959,-0.135710806,0.541292787,0.270223796,0.737773061,-0.214837953,0.682831228,0.506174684,0.808807969,-0.19019565,0.504521132,0.243882343,0.843822896,-0.249676198,0.58847487,0.496159315,0.749871552,-0.216620207,0.515889406,0.267290264,0.859962523,-0.305410832,0.607230365,0.515875161,0.738055348,-0.147388548,0.513648927,0.281090111,0.818166673,-0.237980872,0.622294843,0.549813211,0.936480284,0.062649019,0.952685833,0.362382263,0.870207608,-0.061775375,0.972516894,0.46106118,1.357094526,0.111041144,0.670446754,0.318301588,1.320963144,-0.006687637,0.679574788,0.381953806,1.696676373,0.471709877,0.196194202,0.224121287,1.663629651,0.21078971,0.245880738,0.361535192,1.744460344,0.497557253,0.157812521,0.200483844,1.710626006,0.221756428,0.14662531,0.369446218,1.838112712,0.297814369,0.118096128,0.219228655,1.794959188,-0.059425671,0.108315974
Left,0.720234334,0.219544977,-0.465957493,0.999113083,0.754525959,0.189861551,-0.45296979,0.998140097,0.766116023,0.195681274,-0.453170538,0.998134494,0.775415659,0.200095698,-0.453418106,0.997723639,0.7193259,0.166857719,-0.464711338,0.998975813,0.708009243,0.157725751,-0.464696884,0.999062955,0.696219742,0.148340568,-0.465073049,0.999018133,0.776979566,0.206408262,-0.234891132,0.9975968,0.669541121,0.134993806,-0.30395025,0.999565542,0.71788466,0.264402509,-0.373891085,0.999385893,0.683123231,0.241777524,-0.392862797,0.999796391,0.763400316,0.440345436,-0.081338629,0.998172283,0.500583887,0.249084532,-0.161243632,0.999790668,0.725728691,0.7311427,0.041650165,0.766108572,0.338670909,0.471367717,-0.060156178,0.973390222,0.569258332,0.79253304,-0.076979741,0.570203066,0.264622718,0.738102078,-0.143340081,0.697046816,0.513039947,0.831025243,-0.126283661,0.53170377,0.236481309,0.843928397,-0.170553267,0.603380501,0.502803087,0.77366358,-0.157563001,0.542455018,0.260662138,0.860574841,-0.224951535,0.621648252,0.520674884,0.757378995,-0.088392302,0.538250983,0.273959577,0.819192827,-0.164317653,0.636281073,0.546312511,0.938367248,0.062724255,0.954580426,0.360505104,0.87009418,-0.061851453,0.973859966,0.453284591,1.357999682,0.13885431,0.671393573,0.313319415,1.320120931,-0.002406764,0.690650165,0.377114326,1.695357203,0.487199396,0.197559267,0.224224165,1.661199689,0.222410038,0.251824409,0.358119726,1.741857409,0.512858987,0.157730266,0.202556893,1.707773566,0.233950347,0.147859842,0.364924788,1.835530639,0.316777796,0.1214265,0.219791725,1.791961312,-0.042370476,0.110025972
Left,0.727634847,0.245919749,-0.474209845,0.999145627,0.760897875,0.219865069,-0.458931625,0.998207092,0.770877361,0.226177037,-0.459139764,0.998222113,0.779197574,0.231061503,-0.459394604,0.997811854,0.72831285,0.191695705,-0.473573506,0.9989959,0.717277467,0.18044588,-0.473552316,0.999088049,0.706776679,0.169667408,-0.473905802,0.999027312,0.780884147,0.234239012,-0.234049469,0.997730494,0.683669806,0.154491082,-0.306462258,0.999582291,0.721628785,0.287562549,-0.375497609,0.999417186,0.689959407,0.261718065,-0.396305978,0.999805152,0.763589382,0.451988131,-0.064569205,0.998328149,0.509760976,0.24911736,-0.161545992,0.999804378,0.716747701,0.73819077,0.070086837,0.78357321,0.337069571,0.468185723,-0.073852114,0.97507143,0.573111176,0.801191568,-0.089483276,0.60228771,0.254164368,0.732303798,-0.186602369,0.714758277,0.51652658,0.840649903,-0.149128318,0.562802732,0.220816806,0.832180619,-0.225553438,0.622164667,0.509009004,0.785227895,-0.188891262,0.573075593,0.242878556,0.854705036,-0.278368145,0.639842331,0.527540326,0.77112335,-0.105790988,0.567147315,0.259527683,0.811790764,-0.208578035,0.653930485,0.541711569,0.939706922,0.065336362,0.956515074,0.358676523,0.869485021,-0.064421162,0.975143731,0.441940218,1.359306693,0.155948117,0.669596612,0.303524584,1.318433046,0.002807771,0.698430479,0.365458965,1.695138574,0.509713531,0.19665353,0.216056779,1.659398913,0.229506344,0.254997134,0.345871598,1.741637707,0.535900474,0.15777722,0.194498733,1.705928087,0.241479546,0.149277925,0.355070859,1.834421873,0.334270358,0.121899575,0.2132622,1.790171862,-0.043191932,0.110110819
Left,0.737296999,0.264945596,-0.471546829,0.999192476,0.769015431,0.239262,-0.455817789,0.998299241,0.777662992,0.245334908,-0.456009567,0.998332202,0.785429895,0.250311583,-0.456262052,0.997927547,0.738674462,0.211233646,-0.472690642,0.999037027,0.727314651,0.199332088,-0.472650051,0.999134302,0.716657281,0.18780908,-0.473000109,0.999061704,0.78538698,0.251935124,-0.23360534,0.997882962,0.691716969,0.170997307,-0.314265192,0.999608457,0.727568805,0.303649932,-0.373164505,0.999457121,0.697411954,0.278404355,-0.395838648,0.999818385,0.763546348,0.464327782,-0.048627578,0.998473763,0.514125705,0.250436693,-0.174289674,0.999819696,0.700230658,0.75601083,0.068164349,0.797151268,0.333760083,0.4667162,-0.12169449,0.976656258,0.564897895,0.807905138,-0.126563251,0.620156169,0.246056437,0.729522526,-0.274162591,0.727499545,0.501740754,0.845095098,-0.192243367,0.578525603,0.213873386,0.820165336,-0.315683544,0.634350538,0.498972416,0.790444374,-0.226231784,0.589231968,0.235567212,0.843734503,-0.364304274,0.651444793,0.519337416,0.778250992,-0.143177062,0.580134809,0.252311766,0.803077757,-0.29442358,0.664868236,0.534277678,0.941085279,0.07846646,0.956688046,0.354536891,0.869302452,-0.077499196,0.975404203,0.427140534,1.361245871,0.144869894,0.670812607,0.284909546,1.318242908,-0.030660983,0.712373197,0.338748157,1.696491718,0.493993104,0.207401767,0.184502378,1.657952785,0.162422657,0.269516259,0.314522088,1.743982673,0.519159019,0.166242629,0.158105552,1.704332232,0.168942586,0.154417992,0.336078048,1.838508964,0.317910284,0.130360648,0.187007695,1.790272593,-0.129878625,0.116507947
Left,0.737493157,0.275637716,-0.481858075,0.999206901,0.769746959,0.252572238,-0.466322899,0.998335481,0.77798295,0.259695619,-0.466496408,0.998361647,0.785265982,0.26573354,-0.466792881,0.997959495,0.740098476,0.224178925,-0.48433432,0.999059677,0.728920102,0.212570086,-0.484332949,0.99915421,0.718374848,0.201142162,-0.484733343,0.999088943,0.785561442,0.270698488,-0.238366365,0.997948408,0.694806933,0.185800374,-0.323801219,0.99961859,0.728044152,0.313102156,-0.380824029,0.999474227,0.697811246,0.287409306,-0.405281872,0.999825776,0.763306677,0.478932261,-0.050527763,0.998485982,0.519698799,0.250415981,-0.194549158,0.99982816,0.683534086,0.756336451,0.112566233,0.782555878,0.334417194,0.455154359,-0.165564507,0.976410031,0.570301414,0.823051751,0.035449926,0.588663578,0.253672391,0.717947841,-0.272548825,0.717130184,0.511754096,0.864917815,0.000104791,0.549627721,0.226034671,0.799744308,-0.309050709,0.621043026,0.50840354,0.826435745,-0.03356614,0.561351895,0.247112915,0.827822089,-0.348070979,0.639516234,0.526225328,0.806326807,0.021478269,0.551562011,0.26203233,0.787868857,-0.288777798,0.653577209,0.525550067,0.940897644,0.077472664,0.950275958,0.347997934,0.868933797,-0.076573595,0.972548783,0.431726933,1.359626889,0.105687797,0.668878496,0.284489453,1.314111352,-0.026640097,0.698290646,0.340457708,1.693853378,0.487347066,0.206312865,0.178271472,1.652001739,0.179972723,0.268763632,0.317415297,1.734054327,0.516101241,0.169379503,0.148564637,1.696899176,0.175273255,0.160459638,0.320093393,1.836539149,0.321627825,0.128453732,0.173779771,1.783298016,-0.11031761,0.117511585
Left,0.731154978,0.264189124,-0.569843113,0.999239564,0.764668524,0.239977121,-0.557432532,0.998387337,0.773821771,0.246649787,-0.557580531,0.998414516,0.782378316,0.252289772,-0.557894409,0.998013973,0.737150073,0.212973297,-0.570473552,0.999085367,0.727616906,0.202065796,-0.570618868,0.999185562,0.717787266,0.19154416,-0.571099639,0.999124289,0.784587026,0.258795798,-0.341141343,0.998006701,0.69396925,0.178467751,-0.403736174,0.999634743,0.724362612,0.30322054,-0.473950326,0.999502838,0.691375673,0.278547555,-0.492066473,0.999836028,0.762474835,0.473925024,-0.128467917,0.998514175,0.518865943,0.250764161,-0.322088718,0.999837756,0.674944818,0.754750848,0.107919715,0.770377159,0.332732648,0.473902106,-0.304829836,0.97699976,0.583672643,0.989131749,0.050095815,0.550471842,0.255093217,0.779427648,-0.371325791,0.714479327,0.537685931,1.07591331,0.02744933,0.514005482,0.228581384,0.860649049,-0.40588063,0.613544583,0.538150191,1.066299796,-0.021899885,0.526230752,0.249156386,0.880822957,-0.449078619,0.632692516,0.54907316,1.00686121,0.029487932,0.519149005,0.263596505,0.84778899,-0.388421595,0.647840023,0.520728707,0.941517651,0.078135237,0.951533318,0.347604483,0.870940864,-0.077501252,0.973224759,0.43249923,1.37090528,0.084188513,0.663739085,0.269532114,1.315293789,-0.042167105,0.690065742,0.346387446,1.698774815,0.570832729,0.205196574,0.178548813,1.653296113,0.225867912,0.273537248,0.326204747,1.737066984,0.613207221,0.170923695,0.153787166,1.696540475,0.247263357,0.16404666,0.318457693,1.850246072,0.422369003,0.124853306,0.172763854,1.795719266,-0.040399045,0.120481953
Left,0.708310485,0.206651405,-0.508445382,0.99926126,0.737117469,0.173071757,-0.502727866,0.998391569,0.74722594,0.176261514,-0.502891481,0.998427093,0.756538749,0.178859532,-0.502964854,0.998023868,0.705552578,0.156833023,-0.504082561,0.999100447,0.694300771,0.149777681,-0.504279673,0.999207973,0.683533788,0.143253267,-0.504694521,0.999149323,0.762935698,0.188838154,-0.305390835,0.997980177,0.656804681,0.140340179,-0.353260726,0.999643803,0.710597515,0.248450011,-0.452247143,0.999506891,0.669189453,0.229815736,-0.444096863,0.99983865,0.762156248,0.425566047,-0.113952853,0.998529851,0.49921909,0.252006978,-0.272397012,0.999844968,0.695019543,0.707874358,0.132029355,0.761546493,0.338002264,0.498725325,-0.232733682,0.978270173,0.628084242,0.92355448,0.10929428,0.530071795,0.275066376,0.807343364,-0.317353308,0.726820111,0.606723368,0.98309648,0.087404646,0.495597094,0.246207267,0.894942105,-0.363515288,0.624958694,0.607292652,0.963846147,0.036726572,0.508552551,0.269458115,0.912518919,-0.398261309,0.643866122,0.604834199,0.9397524,0.087584652,0.503886104,0.288637936,0.883059382,-0.333836734,0.658697486,0.538431585,0.933595002,0.075992554,0.952604294,0.365011036,0.871894777,-0.075704366,0.974254429,0.454051673,1.358155131,0.118407652,0.656113029,0.295957506,1.315038443,-0.005398895,0.697407484,0.376266539,1.696824312,0.556252062,0.202960774,0.211704373,1.653100371,0.229171425,0.277067482,0.359017432,1.736892819,0.605273724,0.167830199,0.19219169,1.69627738,0.249435633,0.163529456,0.359424174,1.844567895,0.420985401,0.125465527,0.211206228,1.79473865,-0.032206856,0.122545876
Left,0.677821398,0.181108072,-0.387030303,0.998555481,0.702720523,0.145861775,-0.383971632,0.996710598,0.712821305,0.148054108,-0.384219944,0.996723652,0.722797036,0.149842575,-0.384364426,0.996171415,0.672777295,0.135171637,-0.391914129,0.998398423,0.662507415,0.13065052,-0.392080635,0.998562098,0.65282017,0.126649931,-0.392597437,0.998616397,0.730879784,0.159240454,-0.242792934,0.995585263,0.630035996,0.125945657,-0.269784093,0.999338746,0.683142781,0.219604194,-0.324867874,0.998831093,0.642546654,0.207322821,-0.329767138,0.99961549,0.755343616,0.376443982,-0.113448039,0.99841845,0.488660425,0.252373248,-0.212381244,0.999832273,0.727165818,0.648661256,0.095954068,0.75145781,0.339284718,0.512639284,-0.136812761,0.977611244,0.716236889,0.760705173,0.00699925,0.529602051,0.284794271,0.823192179,-0.101796567,0.73192507,0.712122023,0.80629909,-0.023153801,0.493731678,0.25677371,0.909607887,-0.113373533,0.630068004,0.715681553,0.777701497,-0.078451589,0.507031441,0.277273536,0.931671202,-0.168226436,0.649581075,0.70516634,0.760365844,-0.022174783,0.505047619,0.297351897,0.903811097,-0.120515868,0.664921343,0.555387259,0.931160331,0.041106392,0.947217286,0.381225944,0.876783967,-0.040584333,0.972770333,0.473712444,1.354859233,0.114788353,0.625960469,0.333072543,1.314201474,0.042497061,0.674532235,0.406333148,1.704768896,0.471941561,0.186801255,0.252773732,1.659483075,0.30265063,0.25764972,0.394383639,1.747562289,0.499281794,0.153855383,0.238706991,1.703188777,0.3250328,0.152485147,0.376370639,1.842846394,0.265119195,0.118173413,0.242664695,1.794797421,0.063958898,0.114490971
Left,0.662659883,0.165603772,-0.400243372,0.9982692,0.684288323,0.127225101,-0.391457736,0.996019602,0.694563389,0.128676981,-0.391688734,0.99615407,0.705072224,0.130034655,-0.391898066,0.995554924,0.654152632,0.120456181,-0.397522956,0.99800235,0.64363867,0.117899939,-0.397633255,0.998237669,0.633346558,0.115881428,-0.398157746,0.998282611,0.71433717,0.141506255,-0.237436533,0.994674325,0.609674335,0.119121298,-0.249075055,0.99913162,0.67082417,0.204350293,-0.329784006,0.998557329,0.630464077,0.193523124,-0.333998919,0.999484837,0.752802968,0.358443767,-0.086372912,0.998417318,0.481293768,0.258283854,-0.196467444,0.999828577,0.724994421,0.651811182,0.121237732,0.736906707,0.340275675,0.528413355,-0.098098397,0.974971533,0.684180677,0.846836329,0.048062008,0.509053528,0.296288282,0.828944802,-0.065937437,0.7251122,0.671300173,0.936366975,0.020581426,0.474728495,0.277161628,0.914133608,-0.082367435,0.620302796,0.66562891,0.911862135,-0.038008742,0.489007086,0.301371127,0.936634004,-0.133468926,0.640417039,0.657880366,0.879526436,0.021236403,0.48917821,0.316359639,0.90688163,-0.082927652,0.655919909,0.566947639,0.931319833,0.042810626,0.943808138,0.390971452,0.882533133,-0.042304061,0.971506596,0.508690894,1.352138042,0.113707937,0.587154984,0.360012263,1.313940644,0.065763786,0.640230298,0.448758036,1.703751087,0.498112351,0.171741456,0.290727794,1.659760594,0.377567589,0.238963813,0.437640905,1.747138381,0.527296662,0.141230717,0.277300686,1.704967618,0.404027164,0.141933501,0.424488157,1.842411041,0.268904865,0.110587567,0.283187121,1.789482713,0.134889618,0.106873319
Left,0.668555319,0.15633367,-0.475427777,0.998185933,0.692095399,0.117999189,-0.458911747,0.995912433,0.702907443,0.119913377,-0.459169954,0.996027529,0.713366926,0.121755511,-0.45932436,0.995442927,0.658590734,0.110421561,-0.458120346,0.9979496,0.64670825,0.107804351,-0.458287179,0.998187244,0.635351539,0.105966769,-0.458771169,0.998250246,0.722900987,0.135375947,-0.277949035,0.994492173,0.611614585,0.113512248,-0.249668077,0.999100089,0.676748037,0.198331296,-0.398724854,0.998514771,0.636480033,0.186065257,-0.394864529,0.999465048,0.758572519,0.37101984,-0.123128176,0.998370051,0.48212266,0.267314434,-0.198331222,0.999826193,0.73859477,0.658746481,0.017222701,0.72511977,0.343544245,0.547589839,-0.101873659,0.971864164,0.68451786,0.882214606,-0.122623406,0.476648003,0.299875945,0.842684448,-0.108258642,0.706137776,0.678245664,0.978264093,-0.167265266,0.445074856,0.283315301,0.925480723,-0.132164061,0.598221838,0.673862278,0.966647565,-0.226794481,0.4598611,0.306760699,0.94628489,-0.186001465,0.619509995,0.655642569,0.910816848,-0.151245981,0.462256938,0.320534945,0.916461766,-0.128367692,0.636554658,0.570346594,0.934062183,0.031836607,0.939815998,0.392386556,0.885759711,-0.031275541,0.970194817,0.510558963,1.352350473,0.109333947,0.55936873,0.361896545,1.316630602,0.068329379,0.618909955,0.453911304,1.709135652,0.496709406,0.160057023,0.295946926,1.666792512,0.373149186,0.223775744,0.443592608,1.754695535,0.525833666,0.131201789,0.28388831,1.713068247,0.398430794,0.134032816,0.427655548,1.843352079,0.263229162,0.103370756,0.286163896,1.792133451,0.108125255,0.10041713
